date,EXSA.DE,ASML.AS,HSBA.L,ROP.SW,SHELL.AS,NOVN.SW,AZN.L,NESN.SW,SIE.DE,SAP.DE,SAN.MC,TTE.PA,ALV.DE,SU.PA,RR.L,BBVA.MC,UBSG.SW,ABBN.SW,IBE.MC,UCG.MI,SAF.PA,ULVR.L,NOVO-B.CO,AIR.PA,ENR.DE,BP.L,BATS.L,BNP.PA,AI.PA,ISP.MI,MC.PA,DTE.DE,ZURN.SW,CFR.SW,INGA.AS,OR.PA,RIO.L,GSK.L,SAN.PA,CS.PA,BARC.L,LLOY.L,BA.L,IFX.DE,ABI.BR,ENEL.MI,NG.L,NWG.L,MUV2.DE,DG.PA,INVE-B.ST,DBK.DE,GLEN.L,NDA-FI.HE,ITX.MC,GLE.PA,REL.L,DHL.DE,ARGX.BR,DB1.DE,AAL.L,G.MI,ENI.MI,RMS.PA,STAN.L,NOKIA.HE,BAYN.DE,CPG.L,RHM.DE,VOLV-B.ST,ENGI.PA,BAS.DE,CABK.MC,LSEG.L,EL.PA,PRX.AS,ATCO-A.ST,SREN.SW,RACE.MI,DGE.L,LONN.SW,EOAN.DE,BN.PA,HOLN.SW,RWE.DE,RKT.L,ASM.AS,PRY.MI,LR.PA,TSCO.L,EBS.VI,HLN.L,SAND.ST,SGO.PA,SSE.L,EQNR.OL,DSV.CO,REP.MC,MBG.DE,SWED-A.ST,DANSKE.CO,SEB-A.ST,SIKA.SW,ORA.PA,SDZ.SW,GALD.SW,ASSA-B.ST,III.L,ALC.SW,VOD.L,EXPN.L,PRU.L,KBC.BR,ADYEN.AS,AD.AS,MT.AS,STMMI.MI,VWS.CO,SLHN.SW,ABN.AS,GIVN.SW,BMPS.MI,ADS.DE,UCB.BR,ERIC-B.ST,AV.L,DNB.OL,AMS.MC,A5G.IR,PKO.WA,FER.MC,SAMPO.HE,HO.PA,PUB.PA,DTG.DE,ML.PA,EQT.ST,IMB.L,BPE.MI,VIE.PA,SHB-A.ST,PKN.WA,NN.AS,BMW.DE,ACA.PA,HEIA.AS,NSIS-B.CO,GEBN.SW,IHG.L,KNEBV.HE,LDO.MI,LGEN.L,NXT.L,ACS.MC,CBK.DE,FRE.DE,GMAB.CO,MTX.DE,HEI.DE,BIRG.IR,SCMN.SW,SAB.MC,RYA.IR,AENA.MC,CAP.PA,BAMI.MI,HEXA-B.ST,HBAN.SW,SAAB-B.ST,PHIA.AS,MRK.DE,SGSN.SW,VACN.SW,KER.PA,UMG.AS,ANTO.L,VOW3.DE,KPN.AS,WKL.AS,BAER.SW,DSFIR.AS,DSY.PA,BT-A.L,HLMA.L,HNR1.DE,PGHN.SW,KRX.IR,EPI-A.ST,SHL.DE,NESTE.HE,EDP.LS,FBK.MI,ALFA.ST,TEF.MC,ELE.MC,SGRO.L,BG.VI,UPM.HE,INF.L,WRT1V.HE,VNA.DE,KRZ.IR,BESI.AS,TRN.MI,ESSITY-B.ST,BOL.ST,TIT.MI,KOG.OL,SOON.SW,LOGN.SW,CLNX.MC,KNIN.SW,ENX.PA,STMN.SW,SY1.DE,EN.PA,PST.MI,AGS.BR,IAG.L,UU.L,RI.PA,METSO.HE,ADM.L,HEN3.DE,CCH.L,SCHP.SW,PEO.WA,UNI.MI,SRG.MI,DPLM.L,SGE.L,ITRK.L,KGH.WA,BCP.LS,ASRNL.AS,CA.PA,AKRBP.OL,SPSN.SW,FORTUM.HE,NTGY.MC,CARL-B.CO,OMV.VI,BKT.MC,SN.L,EVO.ST,NHY.OL,FGR.PA,URW.PA,MAERSK-B.CO,BVI.PA,ALE.WA,TELIA.ST,AGN.AS,SMIN.L,BNZL.L,AKZA.AS,MONC.MI,G1A.DE,RTO.L,SOBI.ST,PZU.WA,AC.PA,IMI.L,BEZ.L,ORNBV.HE,SDLF.L,LISP.SW,SVT.L,STLAM.MI,MNG.L,PSON.L,RBI.VI,GALP.LS,MKS.L,ERF.PA,ORSTED.CO,COLO-B.CO,CNA.L,INDU-C.ST,TEL2-B.ST,MICC.AS,WEIR.L,TEL.OL,WISE.L,LI.PA,GTT.PA,MOWI.OL,SKA-B.ST,RXL.PA,SKF-B.ST,BEAN.SW,CON.DE,TREL-B.ST,FME.DE,PNDORA.CO,HEIO.AS,TEN.MI,STB.OL,HSX.L,QIA.DE,SPIE.PA,BNR.DE,TLX.DE,ACLN.SW,ADDT-B.ST,TKA.DE,FRO.OL,EBP.WA,EXO.AS,DHER.DE,EDEN.PA,SDR.L,PSPN.SW,HOT.DE,LTMC.MI,HM-B.ST,YAR.OL,SBRY.L,MRO.L,GAW.L,NKT.CO,SECU-B.ST,BEI.DE,SUBC.OL,KBX.DE,FRES.L,LIFCO-B.ST,DCC.L,STJ.L,KCR.HE,ALSYDB.CO,TRYG.CO,SCA-B.ST,ORK.OL,ABF.L,ELI.BR,KGF.L,LPP.WA,ICG.L,IDR.MC,RILBA.CO,STERV.HE,ACKB.BR,AED.BR,KESKOB.HE,ABVX.PA,JYSK.CO,SPX.L,BAB.L,SSAB-B.ST,SRT3.DE,ELISA.HE,IPN.PA,RNO.PA,REC.MI,SPM.MI,EMSN.SW,G24.DE,INDT.ST,ALO.PA,GBLB.BR,UHR.SW,SYENS.BR,IMCD.AS,AMUN.PA,AM.PA,LAND.L,BGEO.L,NEX.PA,DIM.PA,GET.PA,ISS.CO,NIBE-B.ST,IGG.L,BBY.L,IG.MI,ANDR.VI,SAVE.ST,MRL.MC,VOE.VI,ZAL.DE,BTRW.L,SCR.PA,LOTB.BR,JMT.LS,GJF.OL,SQN.SW,ANA.MC,BMED.MI,AUTO.L,CTEC.L,ABDN.L,SB1NO.OL,BEIJ-B.ST,EVK.DE,P911.DE,SBMO.AS,BLND.L,PAH3.DE,NDX1.DE,HWDN.L,SW.PA,LHA.DE,WTB.L,LMP.L,WDP.BR,CRDA.L,GETI-B.ST,TPRO.MI,WPP.L,UMI.BR,HAG.DE,RMV.L,VAR.OL,MBK.WA,GALE.SW,EMG.L,AZA.ST,ROR.L,NDA.DE,RED.MC,SOF.BR,PSN.L,AVOL.SW,BRBY.L,UNI.MC,VALMT.HE,FHZN.SW,INVP.L,CAST.ST,GF.SW,DIE.BR,AZM.MI,VER.VI,ADEN.SW,LUND-B.ST,SOI.PA,BARN.SW,BCVN.SW,MYCR.ST,AKE.PA,ZAB.WA,MAP.MC,SIGN.SW,INPST.AS,TE.PA,ZEG.L,ATS.VI,SECT-B.ST,ELIS.PA,CCC.L,GL9.IR,BKG.L,EDPR.LS,DNP.WA,AYV.PA,AIXA.DE,A2A.MI,AALB.AS,LEG.DE,SALM.OL,ENG.MC,RAND.AS,NEM.DE,FLS.CO,TEMN.SW,INCH.L,BGN.MI,DEMANT.CO,MNDI.L,BBOX.L,RS1.L,VEND.OL,TEP.PA,GFC.PA,TUB.BR,VK.PA,LAGR-B.ST,CDR.WA,AKER.OL,KBCA.BR,DRX.L,MANTA.HE,CPR.MI,ENT.L,BIM.PA,ALLN.SW,OCTV-SDB.ST,R3NK.DE,CVC.AS,ING.WA,EVD.DE,SRP.L,BFT.WA,ALK-B.CO,LOOMIS.ST,JMAT.L,TW.L,BZU.MI,AAK.ST,SAGA-B.ST,ARCAD.AS,FNTN.DE,MIL.WA,RUI.PA,FR.PA,KGX.DE,RAA.DE,HER.MI,QQ.L,ITV.L,PIRC.MI,HUH1V.HE,TCAP.L,IP.MI,ACP.WA,CWK.L,BALD-B.ST,SFZN.SW,HUBN.SW,BC8.DE,PLUS.L,GRF.MC,ACX.MC,BAMNB.AS,ADP.PA,AAF.L,TUI1.DE,SUNN.SW,SBNOR.OL,VSURE.ST,BC.MI,MTO.L,HIK.L,NEXI.MI,TBCG.L,TGS.OL,REY.MI,NOD.OL,UTG.L,BWY.L,PNN.L,BKW.SW,SDF.DE,IFCN.SW,BOL.PA,AG1.DE,IVG.MI,VZN.SW,VPK.AS,ALLFG.AS,SUN.SW,DLG.MI,FDJU.PA,MOBN.SW,FPE3.DE,LATO-B.ST,RBREW.CO,VATN.SW,COV.PA,CMBN.SW,FTK.DE,SCYR.MC,COTN.SW,SWEC-B.ST,KMAR.OL,HOLM-B.ST,VIS.MC,SHC.L,CSG.AS,SFSN.SW,GBF.DE,PHP.L,QLT.L,TEG.DE,HIAB.HE,TOM.OL,PUM.DE,ROCK-B.CO,SOP.PA,WIE.VI,ZEAL.CO,TPE.WA,PUIG.MC,DKSH.SW,PAF.L,BPT.L,JD.L,AXFO.ST,FRA.DE,KTY.WA,HOC.L,DLN.L,KEMIRA.HE,LIGHT.AS,THULE.ST,AMV0.DE,BUCN.SW,BAKKA.OL,WIHL.ST,SESG.PA
2019-01-04,27.4827,124.0664,653.9033,193.7613,18.3645,52.3252,6077.3237,65.193,70.5374,76.1439,3.1209,29.9773,119.639,50.1872,283.29,3.1591,9.3336,14.4496,5.0615,7.5788,98.5029,4428.0474,130.8105,77.0056,,518.6137,2568.7271,26.0615,62.4517,1.1696,220.3226,11.3161,191.8947,52.3717,6.1646,177.0886,3769.6306,1523.84,54.1905,12.2293,154.7325,52.6309,471.8379,15.8656,54.0303,3.2968,780.4555,237.0634,137.9287,56.1987,81.8448,6.3222,283.2393,4.383,17.7962,20.2343,1628.1344,17.6148,92.7,91.8307,1708.5774,9.4766,8.8448,448.1583,606.4421,4.3988,52.3687,18.6645,70.4788,72.6189,7.7898,39.804,2.1681,4221.7769,95.1191,,47.5993,54.3722,84.1786,2735.103,246.7909,6.4714,47.6555,30.7815,16.1449,6193.4683,32.1748,15.0437,42.0606,248.785,22.7485,,104.325,23.8538,1065.812,125.4482,428.7922,8.969,23.478,114.9718,89.5182,56.0998,110.7069,8.928,,,138.4886,802.5385,,157.2109,1888.3755,1144.4624,36.2671,500.0,16.6379,16.647,10.1553,94.7375,266.3043,12.796,1969.1652,24.44,176.8054,64.3862,61.5213,372.2874,91.3654,54.0941,2.9196,29.7694,15.1314,4.382,88.1867,35.6573,,16.5257,,2437.7463,1.7049,12.6075,52.6075,67.0714,21.0491,45.572,5.8057,68.1667,259.9614,315.3135,53.3199,31.8565,7.0804,233.7813,4468.9341,20.9575,5.5439,37.4408,1066.0,150.2219,43.9673,4.0529,345.1395,0.6325,9.9954,11.4245,71.1513,1.3252,56.9502,81.973,73.5373,23.3614,80.3342,65.9582,73.0279,330.75,,783.821,79.119,1.7854,43.6912,26.0395,,19.0463,236.5443,1340.2062,89.7379,456.7462,36.0817,74.8462,31.5849,20.0976,2.0621,6.9704,168.102,4.2867,12.4013,598.9002,23.1089,15.6147,615.8351,10.9241,23.2473,81.6685,13.7046,3.7732,174.6268,141.9689,4.8139,18.0626,142.0639,27.2356,16.9217,96.022,38.3354,58.6594,60.9776,20.4264,4.4775,23.1265,590.6894,758.4033,111.7336,2.6856,2008.1935,78.2181,2434.7656,168.369,67.6806,2.1643,2.6095,1178.6854,592.3347,4819.9702,82.3928,0.2078,22.1705,10.7531,135.8615,60.0701,11.1803,13.9703,568.4879,21.9503,3.3742,1429.9174,106.2541,25.9366,57.8414,,3738.8853,14.651,,27.0645,2.7697,1368.4471,2351.7104,52.9624,25.7219,18.6332,334.5056,198.5802,26.0376,31.7515,939.902,499.2455,24.4044,568.8265,5466.7344,1878.5496,6.5025,,961.0411,15.804,10.4081,240.0864,30.1522,418.519,498.8293,136.9797,153.4827,63.0346,,1313.9674,105.7191,,16.2786,49.3508,143.344,105.5892,7.273,105.6424,171.7602,62.5928,119.2772,48.4464,214.1259,62.7545,7.5773,45.8922,1527.5327,29.9318,9.5497,30.9688,22.2842,,37.2233,10.1274,47.9741,248.0246,,30.06,26.4217,439.0747,77.4598,83.2343,,96.8149,210.0167,258.9257,383.0068,3091.8118,74.3314,91.5224,86.3471,71.1469,69.0703,873.3694,63.4756,6149.8398,968.3796,6.56,105.2405,92.1757,61.3941,45.7023,2155.2793,51.1652,214.7454,6345.916,963.9244,7.7011,322.6672,8.3975,114.3666,50.7999,8.695,12.22,224.3954,6102.4751,492.6721,16.9657,107.7452,27.3569,102.9931,43.0063,24.9779,7.9058,387.9975,35.6003,66.3224,27.6056,54.4469,232.8014,,51.2369,31.0432,108.8356,807.1977,1362.4446,20.7678,83.747,9.9282,170.6436,21.7812,593.0021,248.0824,3.4935,30.1115,,7.5129,20.945,24.76,471.7098,25.5494,2031.8976,8.4589,88.6778,4.1218,60.18,3.1186,445.3834,139.7506,260.3212,61.3579,43.5367,14.7551,,8.9328,529.0889,37.2503,6.7323,453.1595,44.1792,11.8853,4014.239,174.3349,12.0595,4886.6118,68.5668,,849.7823,28.4078,,448.5542,,422.0,34.7129,139.3389,67.52,249.1732,37.857,12.6275,150.8463,1995.7186,72.2961,1695.3494,0.8335,13.4357,143.9767,328.8063,117.0919,33.071,18.3838,6.0361,30.5501,28.749,249.2056,50.45,1395.0304,53.9265,51.2264,57.3438,,1.4361,8.5922,,,118.6911,14.4747,35.4647,12.7578,964.3126,13.8026,3676.5728,7.1937,9.7,5.7481,7.6996,1.0832,22.8645,73.3305,313.0136,13.399,23.9392,30.5008,272.674,101.9581,553.5815,12.9272,187.8,1859.6576,133.127,494.9198,132.7037,113.2502,75.3515,57.9757,22.2118,25.4966,141.5927,352.301,21.1595,361.6326,,7.3371,686.847,52.857,115.2248,,,,136.4838,31.2642,99.5371,717.3209,51.2109,222.8882,3709.0759,139.687,13.0955,108.5103,59.7021,8.6966,10.6499,8.8,30.1447,19.6996,40.2623,434.4618,2.099,291.5033,126.0316,4.4053,22.4866,273.0098,25.3742,32.1916,2645.7959,43.1667,32.9604,57.0307,19.3861,1459.8179,22.2789,5.7177,2.0542,146.9371,,31.9947,,32.3625,,28.7361,58.65,1662.4062,,1482.1947,155.5935,41.2318,29.2,810.8112,2612.6091,1070.7673,57.8066,14.3834,40.5561,2.2861,,,45.1432,30.5622,,58.4705,18.0427,,180.1466,29.5816,92.5068,378.5944,74.7178,50.4089,55.8173,4.3004,1.3029,79.1327,56.0499,,141.5056,34.9421,233.7853,,66.7642,17.417,112.3047,140.0659,15.7238,21.2004,88.3705,41.471,144.865,68.9406,14.8871,87.2,2.1457,,53.0073,9.6182,,72.7478,116.7323,60.9904,183.2035,153.5072,2843.7263,7.4615,13.573,124.9283,,221.6149,385.4965,40.8709,9.4859
2019-01-11,27.9985,130.6363,645.0385,197.6596,18.3576,53.5467,5701.0469,66.0327,69.3569,78.399,3.2135,29.5821,120.7183,49.4981,298.7958,3.2799,9.5665,14.5831,5.0603,7.8639,98.8306,4372.5894,131.5218,79.9549,,519.0119,2532.927,26.4645,60.2349,1.1765,226.595,11.083,196.6082,55.7335,6.1577,175.2735,3843.1646,1530.4623,53.3201,12.4328,156.8475,54.5348,495.779,16.7588,56.6631,3.3249,798.5894,241.8861,138.3985,56.5084,84.5487,6.3392,294.6506,4.4107,18.2316,20.5803,1635.6213,18.0335,93.7,92.8558,1765.1929,9.5957,8.7399,465.6045,615.5219,4.5437,53.0142,19.1948,71.6951,73.7487,8.1635,39.7032,2.1694,4318.6792,96.3639,,48.9014,55.6319,91.1088,2741.5898,265.8693,6.4172,47.7324,32.5883,16.311,6414.6636,34.3216,15.9971,43.484,274.7476,22.1187,,108.2694,23.4639,1149.9812,125.1866,463.1033,9.0643,24.3933,118.247,86.6423,56.2254,114.8929,8.6091,,,139.3638,823.6895,,152.0959,1910.3508,1196.559,36.2671,551.0,16.6975,17.2855,11.43,96.5163,281.5737,13.108,1978.4897,24.2789,182.3118,69.0226,60.9122,390.8233,92.634,55.7333,2.795,29.0629,15.5849,4.4832,88.4887,37.9761,,16.4159,,2419.3572,1.6474,12.4982,52.19,71.4393,21.533,45.6483,5.8782,67.9563,263.864,306.9139,54.6491,32.5556,7.2018,241.9319,4747.3711,21.4533,5.7307,36.2607,1071.5,159.053,45.15,4.1086,346.8649,0.6216,9.9199,11.3391,77.5555,1.278,59.5987,83.8615,74.0268,23.6915,81.085,67.6434,76.1273,337.8244,,834.3065,80.0764,1.7329,45.1419,27.4451,,20.3599,232.2589,1401.1703,91.7553,478.156,35.6829,73.6005,29.733,20.5543,2.0528,7.2757,173.1788,4.3108,12.5855,614.8605,22.9992,16.6006,655.9853,11.0947,23.7652,83.5434,14.6125,3.8384,180.9435,148.5968,4.7626,18.9241,147.6046,29.1189,17.574,97.5888,39.3184,62.8156,64.35,19.916,4.5622,23.475,608.8553,762.3896,109.6351,3.0499,2015.1595,78.0391,2501.5671,172.9609,69.0805,2.2883,2.6529,1298.5516,606.9083,5028.5786,83.8278,0.2111,22.3565,11.1724,141.4068,61.8097,10.8927,14.0757,574.0911,21.6365,3.2262,1438.9012,111.4927,26.9553,58.3753,,3799.821,15.2873,,26.844,2.8391,1445.8029,2437.554,53.0675,27.0159,19.3964,345.6924,207.7498,26.1197,32.6048,961.8648,524.707,23.7278,605.5026,5368.7964,1843.6604,7.048,,1025.4098,15.9792,10.5962,261.9038,31.5933,424.9166,498.6632,134.8846,154.5808,62.8951,,1412.3525,100.7441,,16.4866,49.0607,145.364,112.4167,7.8115,112.2233,177.7719,62.8411,124.1993,48.5447,226.2402,63.1326,7.9193,48.0197,1537.5166,30.6435,10.5502,32.5333,23.3859,,38.3679,10.6644,44.651,255.1739,,32.78,28.0895,446.1893,79.7197,85.2093,,100.05,212.6736,274.6604,397.3129,3161.627,77.6548,93.3658,84.7546,75.0166,70.5488,934.6409,67.1322,6503.9668,986.1315,6.8174,103.7162,91.3352,65.3811,46.4487,2239.1345,51.4206,225.5126,6382.5039,1019.7463,7.9593,318.148,8.8809,119.8127,52.0373,8.7448,10.64,224.5788,6397.1118,541.13,17.9826,111.7539,27.5013,106.4581,43.8866,24.7126,8.3976,400.8764,34.6892,68.781,27.939,55.757,241.4207,,53.521,32.302,108.0308,829.9076,1560.7524,22.3606,87.4453,9.8113,170.7337,22.8234,629.8468,268.3482,3.5503,31.3357,,7.6973,21.6325,26.93,501.4968,26.9847,2143.7454,8.5428,89.2025,4.1437,62.1122,3.2191,452.7765,142.7453,264.0478,60.9607,45.519,15.0681,,9.5883,542.6398,38.8876,7.2216,473.3221,47.234,11.9124,4252.6909,178.5189,12.2069,5039.957,72.5121,,876.4939,29.6813,,469.3835,,431.8,36.7576,142.6245,65.1031,264.1476,37.874,12.7245,157.475,2191.7087,74.7075,1748.7656,0.7788,14.0983,151.7987,350.6542,116.599,34.8367,19.4002,6.2282,32.7468,31.222,256.1698,57.0,1371.0702,54.6361,50.1665,60.0247,,1.4622,8.5922,,,119.6886,14.0576,38.6566,12.6448,1068.1309,13.4083,3880.4248,7.2943,10.41,6.1614,7.929,1.0582,23.0549,75.0816,309.1136,13.7123,25.8178,33.1206,286.0842,110.0501,582.5076,13.489,203.6,1934.1754,136.5148,532.9445,140.2382,115.0414,78.0217,62.0769,23.495,27.581,155.1224,388.9174,21.8323,389.1439,,7.2714,718.2944,54.5499,119.132,,,,139.0058,32.5075,114.3702,737.2969,53.8906,229.2391,3882.9805,155.2575,13.6921,112.0107,62.5063,9.4138,10.3344,9.15,31.3012,20.2833,39.5372,453.5589,2.1123,301.5074,138.3856,4.6901,22.2284,284.8103,25.9945,34.0641,2807.5393,45.2333,35.5181,59.5966,20.5931,1473.7212,23.0446,5.9198,2.237,145.7141,,32.4767,,32.6124,,26.1409,59.0101,1591.0604,,1450.3197,172.0478,43.2728,30.2,851.7007,2819.0254,1068.9763,57.9708,14.4608,40.1069,2.3314,,,45.7451,32.1047,,61.8717,19.8388,,180.1466,30.1385,94.4414,385.8057,76.7518,51.0933,58.2501,4.3695,1.3971,87.3815,55.3995,,144.7106,35.5313,239.0782,,67.738,18.1466,114.7081,144.3159,16.1226,21.877,94.2318,42.901,149.1258,73.3055,15.3897,93.5,2.1261,,56.958,9.3788,,79.2049,116.5043,61.9299,188.5097,157.0698,2950.4529,7.6071,13.3772,135.5555,,231.0419,391.6914,42.8818,9.5163
2019-01-18,28.6119,132.585,649.2217,199.4738,18.6496,54.7805,5559.3188,66.8565,71.5117,82.0106,3.2679,30.2144,124.118,50.6411,307.0976,3.3867,9.9881,14.6937,5.1731,7.9204,103.0441,4327.7954,131.8356,84.7315,,521.1032,2527.4565,27.1682,61.5767,1.1926,222.2964,11.1995,202.8712,56.6893,6.5513,176.9115,3900.3032,1503.7709,52.4498,13.0711,165.4669,57.8143,508.7471,17.0967,57.7876,3.3939,801.7778,263.1062,141.0363,58.3977,86.0508,6.8,296.7435,4.5302,18.527,20.4019,1664.0712,18.6038,90.0,97.7677,1771.6132,9.8884,9.0101,469.3564,622.3066,4.573,53.6598,19.2133,73.4502,76.4361,8.4759,41.3221,2.2068,4449.5488,96.1922,,50.1051,56.3926,93.6887,2748.0771,262.0914,6.507,47.94,34.8872,16.4082,6208.0078,35.7803,16.3574,43.5351,282.9395,22.419,,112.0931,24.2923,1129.3475,126.6259,492.1135,9.2179,25.3834,121.0705,84.6025,57.7325,120.6821,8.4841,,,146.8023,836.859,,148.613,1941.316,1242.8665,37.813,618.1,16.798,18.0448,11.9649,99.1941,292.1501,13.6962,2070.0393,19.7759,188.7899,68.4093,61.7778,409.3592,96.1611,59.0433,2.9571,29.8651,16.2611,4.5889,86.1331,38.0766,,17.5926,,2467.5654,1.5391,12.9319,52.6336,72.2482,22.4233,46.6079,6.1387,66.4656,265.8153,317.9487,54.9315,33.0592,7.1511,255.4498,4736.3931,21.887,6.0285,37.1121,1018.5,168.7207,48.0588,4.439,351.322,0.644,9.5282,11.6196,82.9611,1.2025,63.3236,84.4909,72.6516,24.3906,80.8884,68.8057,81.0949,344.2665,,852.8644,82.0364,1.7453,45.5344,28.9572,,21.2641,238.089,1412.1636,93.4739,513.8394,36.0438,76.3082,30.3618,21.1884,2.0461,7.7118,176.2861,4.3204,12.9784,629.025,23.5721,17.6691,675.3611,11.2071,24.1737,84.3664,15.1637,3.866,181.903,159.0464,4.6475,18.7395,159.3066,29.9619,17.7279,100.9089,40.4903,67.3969,66.7876,19.9624,4.7948,24.2725,617.2396,827.9651,110.5458,3.0507,2089.7954,78.9505,2538.4575,176.3623,70.4195,2.3112,2.6742,1278.574,631.4641,5060.5186,86.176,0.2096,23.0385,11.8085,158.7084,62.2908,11.2413,14.5098,591.0608,23.0757,3.3535,1452.377,115.4463,27.2435,61.5625,,3882.5212,15.9153,,26.5604,3.0036,1457.2815,2416.5918,55.32,26.8918,19.64,354.9814,214.245,25.8791,33.6304,957.3723,530.1986,23.7506,630.9471,5524.6069,1948.8273,7.3149,,923.5177,16.3701,10.3864,274.6149,33.2376,424.9166,511.2792,136.83,158.5509,64.0112,,1413.3514,100.7137,,16.8965,51.4902,147.6171,115.5201,7.9899,114.8943,176.6984,66.8153,129.8428,50.8228,220.7046,61.8724,8.1883,48.9037,1536.5182,31.638,11.4927,33.1752,23.856,,39.6041,10.5293,45.3437,256.1363,,32.94,29.2306,447.5445,79.9535,87.2549,,101.4598,211.3747,276.7516,394.4052,3106.7725,79.4381,93.8833,82.75,75.8731,70.5488,885.7437,68.8199,6424.1626,980.5468,7.1535,104.0476,93.3524,68.6096,47.1418,2346.9485,50.8247,226.1108,6614.2246,1007.7844,8.2408,319.0519,9.4202,121.4551,50.5394,9.1877,10.52,223.5701,6397.1118,552.5202,19.3273,111.265,27.8981,109.9687,45.2824,25.6331,8.9385,414.4889,35.1623,71.2397,27.3437,57.7151,249.7147,,54.1481,32.9547,113.3965,855.0079,1544.6088,21.9998,85.9368,10.4587,175.375,24.132,635.3236,280.6276,3.5558,32.2613,,8.014,21.2419,26.61,532.9774,27.0561,2125.104,9.6696,90.2519,4.4503,62.5835,3.28,452.5767,139.9503,268.0229,61.5565,47.4156,15.5114,,9.7187,569.1442,39.5369,7.73,501.4698,47.4659,12.5283,4134.3232,178.0208,12.9014,4991.9087,74.5376,,872.9056,29.2813,,474.4284,,456.0,37.0905,146.3581,61.5237,270.5366,39.663,12.7115,158.729,2382.7249,71.3825,1784.7095,0.7968,14.5547,151.7128,355.0093,118.5001,36.9971,19.2787,6.1104,34.4571,31.9854,266.8984,60.0,1387.9312,55.2747,51.2706,61.8659,,1.4925,8.609,,,113.2054,15.8352,40.0117,11.8887,1038.1835,13.3261,3974.5896,7.276,10.26,6.2043,7.9403,1.0553,24.0232,74.6942,319.947,13.7508,26.1183,34.6766,291.1801,118.7714,594.4768,13.8612,204.0,1987.3242,138.5078,536.1382,141.9395,119.6821,78.9334,61.4244,22.4697,27.43,163.3906,428.0226,22.4715,412.4686,,7.4919,713.3027,57.7477,118.7634,,,,143.7531,33.1291,111.3736,809.937,52.7989,226.8197,4050.2476,166.3509,14.1729,116.1236,65.4914,9.3891,10.5892,9.35,32.6526,21.2986,41.7302,490.4514,2.1109,300.9083,132.1588,4.6839,22.5834,285.0765,26.5959,32.7561,2909.377,45.8333,35.5181,65.6391,20.5931,1514.4374,23.1013,6.1116,2.3244,142.3945,,33.3541,,33.1122,,27.4621,60.5021,1544.1617,,1456.2963,173.7001,46.1564,29.9,869.6522,2953.6448,1139.7239,58.7099,14.7104,41.0052,2.3469,,,46.347,32.267,,64.6939,20.198,,179.3897,32.5731,97.5191,380.725,75.1246,52.0158,59.0725,4.4484,1.4088,83.4202,54.2118,,154.97,35.001,237.6801,,70.4475,19.0884,115.1064,148.9144,16.1533,22.8242,96.4861,43.5469,146.5693,75.9159,16.0678,97.0,2.1457,,57.1497,9.0794,,89.1605,120.1902,61.6998,191.5817,147.3615,2982.3711,7.6362,13.6839,140.9872,,242.0667,383.3726,43.2903,9.5301
