date,CHF,DKK,GBP,NOK,PLN,SEK,USD,EUR
2026-05-15,0.9144,7.4728,0.8705,10.845,4.2465,10.982,1.1628,1.0
2026-05-22,0.9119,7.4731,0.86418,10.7295,4.242,10.8695,1.1595,1.0
2026-05-29,0.9111,7.4731,0.86723,10.7735,4.2275,10.772,1.1644,1.0
2026-06-05,0.9175,7.4743,0.86433,10.8445,4.2338,10.8675,1.164,1.0
2026-06-12,0.9217,7.4744,0.86305,11.0255,4.248,10.928,1.1567,1.0
2026-06-19,0.9248,7.4746,0.86653,11.1045,4.2615,10.974,1.1467,1.0
2026-06-26,0.9218,7.4746,0.86253,11.3035,4.2868,11.0775,1.1401,1.0
2026-07-03,0.919,7.4746,0.8572,11.269,4.2848,11.0315,1.1448,1.0
2026-07-10,0.9223,7.4751,0.85155,11.1485,4.3475,11.0145,1.143,1.0
2026-07-17,0.9228,7.4756,0.85098,11.039,4.3473,11.0405,1.1435,1.0
2026-07-24,0.9302,7.4756,0.85388,10.888,4.3155,11.055,1.1377,1.0
2026-07-31,0.9304,7.4752,0.85573,10.942,4.3135,10.9855,1.1485,1.0
2026-08-07,0.9347,7.4756,0.85765,10.975,4.2983,10.9455,1.1535,1.0
2026-08-14,0.939,7.4757,0.8545,10.9325,4.3068,10.999,1.1567,1.0
2026-08-21,0.9353,7.4758,0.8567,10.8675,4.3078,11.0625,1.1699,1.0
2026-08-28,0.9364,7.4748,0.8572,10.8595,4.3365,11.0885,1.1643,1.0
2026-09-04,0.9405,7.4747,0.85898,10.8035,4.3148,11.1005,1.1622,1.0
2026-09-11,0.9451,7.4748,0.85815,10.7805,4.325,11.2373,1.1592,1.0
2026-09-18,0.9466,7.4753,0.8583,10.825,4.358,11.2715,1.1481,1.0
