mult,eq,vol,p90,worst,dd08,dd22
0.6,0.24767999999999998,0.05441524776053477,0.06773984621032536,0.13957810946535554,0.14385991657794694,0.06601955262286896
0.7,0.28896,0.06348445572062389,0.07962605812590484,0.16495167874009486,0.1702105018602006,0.07962605812590484
0.8,0.33024000000000003,0.07255366368071302,0.09311463043547052,0.18992636946033203,0.19606238893316574,0.09311463043547052
0.9,0.37152,0.08162287164080215,0.10648466399524548,0.21444773710773601,0.22141139973963964,0.10648466399524548
1.0,0.4128,0.09069207960089128,0.11973559242326248,0.2385115291175366,0.24625407728345206,0.11973559242326248
1.1,0.45408000000000004,0.0997612875609804,0.1328668881253724,0.26211413867259514,0.2705876659699673,0.1328668881253724
1.2,0.49535999999999997,0.1088304955210695,0.1458780618984078,0.28525258822014654,0.2944100913684514,0.1458780618984078
