,vol
alternatives,0.1866491706865403
cash,0.0027291045311276015
credit_ig_eur,0.048419875841963736
crypto,0.573537402844344
equity_developed,0.1576129083056124
equity_emerging,0.1898910409210941
gold,0.1621428812751135
govt_bonds_eur,0.05867923122703487
govt_bonds_eur_short,0.016173918697711596
inflation_linked,0.06254149086098669
infrastructure,0.14389363966780594
